region,DateRep,Cases,Deaths,population
AVI,2020-05-11T03:00:00Z,62,1,1077659
FVI,2020-05-11T03:00:00Z,51,0,698912
GFL,2020-05-11T03:00:00Z,12,0,1189947
GOE,2020-05-11T03:00:00Z,65,0,792895
MOS,2020-05-11T03:00:00Z,66,0,916252
PNN,2020-05-11T03:00:00Z,26,3,1400128
SC,2020-05-11T03:00:00Z,318,4,7252502
SUL,2020-05-11T03:00:00Z,34,0,999701
AVI,2020-05-12T03:00:00Z,39,0,1077659
FVI,2020-05-12T03:00:00Z,51,0,698912
GFL,2020-05-12T03:00:00Z,22,0,1189947
GOE,2020-05-12T03:00:00Z,64,1,792895
MOS,2020-05-12T03:00:00Z,96,0,916252
PNN,2020-05-12T03:00:00Z,20,0,1400128
SC,2020-05-12T03:00:00Z,325,1,7252502
SUL,2020-05-12T03:00:00Z,28,0,999701
AVI,2020-05-13T03:00:00Z,21,0,1077659
FVI,2020-05-13T03:00:00Z,48,1,698912
GFL,2020-05-13T03:00:00Z,18,0,1189947
GOE,2020-05-13T03:00:00Z,53,0,792895
MOS,2020-05-13T03:00:00Z,71,0,916252
PNN,2020-05-13T03:00:00Z,23,0,1400128
SC,2020-05-13T03:00:00Z,263,2,7252502
SUL,2020-05-13T03:00:00Z,27,1,999701
AVI,2020-05-14T03:00:00Z,19,0,1077659
FVI,2020-05-14T03:00:00Z,49,1,698912
GFL,2020-05-14T03:00:00Z,31,0,1189947
GOE,2020-05-14T03:00:00Z,57,0,792895
MOS,2020-05-14T03:00:00Z,46,1,916252
PNN,2020-05-14T03:00:00Z,13,1,1400128
SC,2020-05-14T03:00:00Z,241,3,7252502
SUL,2020-05-14T03:00:00Z,25,0,999701
AVI,2020-05-15T03:00:00Z,20,0,1077659
FVI,2020-05-15T03:00:00Z,44,0,698912
GFL,2020-05-15T03:00:00Z,25,0,1189947
GOE,2020-05-15T03:00:00Z,109,0,792895
MOS,2020-05-15T03:00:00Z,47,0,916252
PNN,2020-05-15T03:00:00Z,25,2,1400128
SC,2020-05-15T03:00:00Z,309,2,7252502
SUL,2020-05-15T03:00:00Z,35,0,999701
AVI,2020-05-16T03:00:00Z,21,1,1077659
FVI,2020-05-16T03:00:00Z,36,0,698912
GFL,2020-05-16T03:00:00Z,11,0,1189947
GOE,2020-05-16T03:00:00Z,64,0,792895
MOS,2020-05-16T03:00:00Z,32,1,916252
PNN,2020-05-16T03:00:00Z,11,0,1400128
SC,2020-05-16T03:00:00Z,194,2,7252502
SUL,2020-05-16T03:00:00Z,15,0,999701
AVI,2020-05-17T03:00:00Z,23,0,1077659
FVI,2020-05-17T03:00:00Z,57,0,698912
GFL,2020-05-17T03:00:00Z,12,1,1189947
GOE,2020-05-17T03:00:00Z,86,1,792895
MOS,2020-05-17T03:00:00Z,20,0,916252
PNN,2020-05-17T03:00:00Z,13,0,1400128
SC,2020-05-17T03:00:00Z,231,2,7252502
SUL,2020-05-17T03:00:00Z,18,0,999701
AVI,2020-05-18T03:00:00Z,47,0,1077659
FVI,2020-05-18T03:00:00Z,82,0,698912
GFL,2020-05-18T03:00:00Z,25,0,1189947
GOE,2020-05-18T03:00:00Z,125,1,792895
MOS,2020-05-18T03:00:00Z,56,1,916252
PNN,2020-05-18T03:00:00Z,26,0,1400128
SC,2020-05-18T03:00:00Z,411,2,7252502
SUL,2020-05-18T03:00:00Z,43,0,999701
AVI,2020-05-19T03:00:00Z,37,0,1077659
FVI,2020-05-19T03:00:00Z,66,0,698912
GFL,2020-05-19T03:00:00Z,28,0,1189947
GOE,2020-05-19T03:00:00Z,90,0,792895
MOS,2020-05-19T03:00:00Z,40,1,916252
PNN,2020-05-19T03:00:00Z,35,2,1400128
SC,2020-05-19T03:00:00Z,329,3,7252502
SUL,2020-05-19T03:00:00Z,31,0,999701
AVI,2020-05-20T03:00:00Z,32,1,1077659
FVI,2020-05-20T03:00:00Z,94,1,698912
GFL,2020-05-20T03:00:00Z,44,1,1189947
GOE,2020-05-20T03:00:00Z,81,0,792895
MOS,2020-05-20T03:00:00Z,46,0,916252
PNN,2020-05-20T03:00:00Z,38,2,1400128
SC,2020-05-20T03:00:00Z,387,5,7252502
SUL,2020-05-20T03:00:00Z,45,0,999701
AVI,2020-05-21T03:00:00Z,29,0,1077659
FVI,2020-05-21T03:00:00Z,77,1,698912
GFL,2020-05-21T03:00:00Z,22,0,1189947
GOE,2020-05-21T03:00:00Z,57,1,792895
MOS,2020-05-21T03:00:00Z,54,0,916252
PNN,2020-05-21T03:00:00Z,50,1,1400128
SC,2020-05-21T03:00:00Z,323,3,7252502
SUL,2020-05-21T03:00:00Z,27,0,999701
AVI,2020-05-22T03:00:00Z,28,1,1077659
FVI,2020-05-22T03:00:00Z,106,0,698912
GFL,2020-05-22T03:00:00Z,39,0,1189947
GOE,2020-05-22T03:00:00Z,78,1,792895
MOS,2020-05-22T03:00:00Z,107,0,916252
PNN,2020-05-22T03:00:00Z,105,0,1400128
SC,2020-05-22T03:00:00Z,501,2,7252502
SUL,2020-05-22T03:00:00Z,29,0,999701
AVI,2020-05-23T03:00:00Z,33,1,1077659
FVI,2020-05-23T03:00:00Z,72,0,698912
GFL,2020-05-23T03:00:00Z,25,0,1189947
GOE,2020-05-23T03:00:00Z,61,1,792895
MOS,2020-05-23T03:00:00Z,62,0,916252
PNN,2020-05-23T03:00:00Z,56,0,1400128
SC,2020-05-23T03:00:00Z,331,2,7252502
SUL,2020-05-23T03:00:00Z,18,0,999701
AVI,2020-05-24T03:00:00Z,27,0,1077659
FVI,2020-05-24T03:00:00Z,49,2,698912
GFL,2020-05-24T03:00:00Z,25,0,1189947
GOE,2020-05-24T03:00:00Z,74,2,792895
MOS,2020-05-24T03:00:00Z,32,0,916252
PNN,2020-05-24T03:00:00Z,20,1,1400128
SC,2020-05-24T03:00:00Z,246,7,7252502
SUL,2020-05-24T03:00:00Z,17,2,999701
AVI,2020-05-25T03:00:00Z,57,0,1077659
FVI,2020-05-25T03:00:00Z,129,2,698912
GFL,2020-05-25T03:00:00Z,48,1,1189947
GOE,2020-05-25T03:00:00Z,111,1,792895
MOS,2020-05-25T03:00:00Z,43,0,916252
PNN,2020-05-25T03:00:00Z,42,1,1400128
SC,2020-05-25T03:00:00Z,485,5,7252502
SUL,2020-05-25T03:00:00Z,50,0,999701
AVI,2020-05-26T03:00:00Z,27,0,1077659
FVI,2020-05-26T03:00:00Z,83,2,698912
GFL,2020-05-26T03:00:00Z,49,0,1189947
GOE,2020-05-26T03:00:00Z,64,3,792895
MOS,2020-05-26T03:00:00Z,29,0,916252
PNN,2020-05-26T03:00:00Z,31,4,1400128
SC,2020-05-26T03:00:00Z,317,10,7252502
SUL,2020-05-26T03:00:00Z,33,1,999701
AVI,2020-05-27T03:00:00Z,32,1,1077659
FVI,2020-05-27T03:00:00Z,77,2,698912
GFL,2020-05-27T03:00:00Z,54,0,1189947
GOE,2020-05-27T03:00:00Z,96,1,792895
MOS,2020-05-27T03:00:00Z,20,0,916252
PNN,2020-05-27T03:00:00Z,42,0,1400128
SC,2020-05-27T03:00:00Z,361,4,7252502
SUL,2020-05-27T03:00:00Z,38,0,999701
AVI,2020-05-28T03:00:00Z,43,0,1077659
FVI,2020-05-28T03:00:00Z,110,0,698912
GFL,2020-05-28T03:00:00Z,52,0,1189947
GOE,2020-05-28T03:00:00Z,70,2,792895
MOS,2020-05-28T03:00:00Z,16,0,916252
PNN,2020-05-28T03:00:00Z,62,1,1400128
SC,2020-05-28T03:00:00Z,389,4,7252502
SUL,2020-05-28T03:00:00Z,33,1,999701
AVI,2020-05-29T03:00:00Z,23,0,1077659
FVI,2020-05-29T03:00:00Z,77,1,698912
GFL,2020-05-29T03:00:00Z,59,0,1189947
GOE,2020-05-29T03:00:00Z,59,0,792895
MOS,2020-05-29T03:00:00Z,28,1,916252
PNN,2020-05-29T03:00:00Z,45,1,1400128
SC,2020-05-29T03:00:00Z,335,4,7252502
SUL,2020-05-29T03:00:00Z,40,1,999701
AVI,2020-05-30T03:00:00Z,22,0,1077659
FVI,2020-05-30T03:00:00Z,85,1,698912
GFL,2020-05-30T03:00:00Z,39,0,1189947
GOE,2020-05-30T03:00:00Z,55,1,792895
MOS,2020-05-30T03:00:00Z,27,1,916252
PNN,2020-05-30T03:00:00Z,27,0,1400128
SC,2020-05-30T03:00:00Z,281,3,7252502
SUL,2020-05-30T03:00:00Z,23,0,999701
AVI,2020-05-31T03:00:00Z,28,0,1077659
FVI,2020-05-31T03:00:00Z,52,0,698912
GFL,2020-05-31T03:00:00Z,39,0,1189947
GOE,2020-05-31T03:00:00Z,58,1,792895
MOS,2020-05-31T03:00:00Z,17,1,916252
PNN,2020-05-31T03:00:00Z,27,1,1400128
SC,2020-05-31T03:00:00Z,246,3,7252502
SUL,2020-05-31T03:00:00Z,22,0,999701
AVI,2020-06-01T03:00:00Z,43,0,1077659
FVI,2020-06-01T03:00:00Z,168,1,698912
GFL,2020-06-01T03:00:00Z,102,0,1189947
GOE,2020-06-01T03:00:00Z,127,2,792895
MOS,2020-06-01T03:00:00Z,42,0,916252
PNN,2020-06-01T03:00:00Z,64,1,1400128
SC,2020-06-01T03:00:00Z,601,5,7252502
SUL,2020-06-01T03:00:00Z,49,1,999701
AVI,2020-06-02T03:00:00Z,23,1,1077659
FVI,2020-06-02T03:00:00Z,91,0,698912
GFL,2020-06-02T03:00:00Z,94,0,1189947
GOE,2020-06-02T03:00:00Z,56,1,792895
MOS,2020-06-02T03:00:00Z,39,1,916252
PNN,2020-06-02T03:00:00Z,42,0,1400128
SC,2020-06-02T03:00:00Z,390,4,7252502
SUL,2020-06-02T03:00:00Z,28,1,999701
AVI,2020-06-03T03:00:00Z,22,0,1077659
FVI,2020-06-03T03:00:00Z,67,1,698912
GFL,2020-06-03T03:00:00Z,81,0,1189947
GOE,2020-06-03T03:00:00Z,78,3,792895
MOS,2020-06-03T03:00:00Z,51,0,916252
PNN,2020-06-03T03:00:00Z,48,1,1400128
SC,2020-06-03T03:00:00Z,398,5,7252502
SUL,2020-06-03T03:00:00Z,45,0,999701
AVI,2020-06-04T03:00:00Z,32,0,1077659
FVI,2020-06-04T03:00:00Z,72,3,698912
GFL,2020-06-04T03:00:00Z,79,0,1189947
GOE,2020-06-04T03:00:00Z,50,0,792895
MOS,2020-06-04T03:00:00Z,44,0,916252
PNN,2020-06-04T03:00:00Z,39,0,1400128
SC,2020-06-04T03:00:00Z,374,3,7252502
SUL,2020-06-04T03:00:00Z,53,0,999701
AVI,2020-06-05T03:00:00Z,43,0,1077659
FVI,2020-06-05T03:00:00Z,114,2,698912
GFL,2020-06-05T03:00:00Z,96,1,1189947
GOE,2020-06-05T03:00:00Z,84,2,792895
MOS,2020-06-05T03:00:00Z,41,0,916252
PNN,2020-06-05T03:00:00Z,54,2,1400128
SC,2020-06-05T03:00:00Z,495,7,7252502
SUL,2020-06-05T03:00:00Z,59,0,999701
AVI,2020-06-06T03:00:00Z,29,1,1077659
FVI,2020-06-06T03:00:00Z,98,1,698912
GFL,2020-06-06T03:00:00Z,56,1,1189947
GOE,2020-06-06T03:00:00Z,49,2,792895
MOS,2020-06-06T03:00:00Z,28,0,916252
PNN,2020-06-06T03:00:00Z,34,0,1400128
SC,2020-06-06T03:00:00Z,324,5,7252502
SUL,2020-06-06T03:00:00Z,27,0,999701
AVI,2020-06-07T03:00:00Z,28,0,1077659
FVI,2020-06-07T03:00:00Z,70,2,698912
GFL,2020-06-07T03:00:00Z,45,0,1189947
GOE,2020-06-07T03:00:00Z,50,1,792895
MOS,2020-06-07T03:00:00Z,21,1,916252
PNN,2020-06-07T03:00:00Z,29,0,1400128
SC,2020-06-07T03:00:00Z,277,4,7252502
SUL,2020-06-07T03:00:00Z,32,0,999701
AVI,2020-06-08T03:00:00Z,44,0,1077659
FVI,2020-06-08T03:00:00Z,92,1,698912
GFL,2020-06-08T03:00:00Z,71,0,1189947
GOE,2020-06-08T03:00:00Z,95,0,792895
MOS,2020-06-08T03:00:00Z,54,0,916252
PNN,2020-06-08T03:00:00Z,51,0,1400128
SC,2020-06-08T03:00:00Z,503,1,7252502
SUL,2020-06-08T03:00:00Z,70,0,999701
AVI,2020-06-09T03:00:00Z,60,0,1077659
FVI,2020-06-09T03:00:00Z,111,3,698912
GFL,2020-06-09T03:00:00Z,71,1,1189947
GOE,2020-06-09T03:00:00Z,70,1,792895
MOS,2020-06-09T03:00:00Z,67,2,916252
PNN,2020-06-09T03:00:00Z,44,0,1400128
SC,2020-06-09T03:00:00Z,505,8,7252502
SUL,2020-06-09T03:00:00Z,76,1,999701
AVI,2020-06-10T03:00:00Z,51,1,1077659
FVI,2020-06-10T03:00:00Z,140,0,698912
GFL,2020-06-10T03:00:00Z,83,1,1189947
GOE,2020-06-10T03:00:00Z,79,0,792895
MOS,2020-06-10T03:00:00Z,75,0,916252
PNN,2020-06-10T03:00:00Z,97,0,1400128
SC,2020-06-10T03:00:00Z,610,2,7252502
SUL,2020-06-10T03:00:00Z,74,0,999701
AVI,2020-06-11T03:00:00Z,36,1,1077659
FVI,2020-06-11T03:00:00Z,72,2,698912
GFL,2020-06-11T03:00:00Z,49,0,1189947
GOE,2020-06-11T03:00:00Z,60,2,792895
MOS,2020-06-11T03:00:00Z,29,1,916252
PNN,2020-06-11T03:00:00Z,39,1,1400128
SC,2020-06-11T03:00:00Z,313,7,7252502
SUL,2020-06-11T03:00:00Z,25,0,999701
AVI,2020-06-12T03:00:00Z,57,1,1077659
FVI,2020-06-12T03:00:00Z,120,0,698912
GFL,2020-06-12T03:00:00Z,59,1,1189947
GOE,2020-06-12T03:00:00Z,93,1,792895
MOS,2020-06-12T03:00:00Z,37,1,916252
PNN,2020-06-12T03:00:00Z,53,1,1400128
SC,2020-06-12T03:00:00Z,455,5,7252502
SUL,2020-06-12T03:00:00Z,32,0,999701
AVI,2020-06-13T03:00:00Z,38,1,1077659
FVI,2020-06-13T03:00:00Z,76,1,698912
GFL,2020-06-13T03:00:00Z,44,0,1189947
GOE,2020-06-13T03:00:00Z,58,4,792895
MOS,2020-06-13T03:00:00Z,25,0,916252
PNN,2020-06-13T03:00:00Z,30,0,1400128
SC,2020-06-13T03:00:00Z,296,6,7252502
SUL,2020-06-13T03:00:00Z,17,0,999701
AVI,2020-06-14T03:00:00Z,48,1,1077659
FVI,2020-06-14T03:00:00Z,86,0,698912
GFL,2020-06-14T03:00:00Z,31,0,1189947
GOE,2020-06-14T03:00:00Z,56,0,792895
MOS,2020-06-14T03:00:00Z,27,0,916252
PNN,2020-06-14T03:00:00Z,30,0,1400128
SC,2020-06-14T03:00:00Z,299,2,7252502
SUL,2020-06-14T03:00:00Z,18,1,999701
AVI,2020-06-15T03:00:00Z,71,0,1077659
FVI,2020-06-15T03:00:00Z,102,2,698912
GFL,2020-06-15T03:00:00Z,41,0,1189947
GOE,2020-06-15T03:00:00Z,104,1,792895
MOS,2020-06-15T03:00:00Z,43,2,916252
PNN,2020-06-15T03:00:00Z,87,1,1400128
SC,2020-06-15T03:00:00Z,495,6,7252502
SUL,2020-06-15T03:00:00Z,40,0,999701
AVI,2020-06-16T03:00:00Z,76,1,1077659
FVI,2020-06-16T03:00:00Z,68,3,698912
GFL,2020-06-16T03:00:00Z,38,0,1189947
GOE,2020-06-16T03:00:00Z,54,2,792895
MOS,2020-06-16T03:00:00Z,50,0,916252
PNN,2020-06-16T03:00:00Z,64,1,1400128
SC,2020-06-16T03:00:00Z,382,8,7252502
SUL,2020-06-16T03:00:00Z,25,1,999701
AVI,2020-06-17T03:00:00Z,46,1,1077659
FVI,2020-06-17T03:00:00Z,48,2,698912
GFL,2020-06-17T03:00:00Z,27,1,1189947
GOE,2020-06-17T03:00:00Z,32,4,792895
MOS,2020-06-17T03:00:00Z,46,1,916252
PNN,2020-06-17T03:00:00Z,66,0,1400128
SC,2020-06-17T03:00:00Z,285,9,7252502
SUL,2020-06-17T03:00:00Z,14,0,999701
AVI,2020-06-18T03:00:00Z,38,0,1077659
FVI,2020-06-18T03:00:00Z,58,2,698912
GFL,2020-06-18T03:00:00Z,20,0,1189947
GOE,2020-06-18T03:00:00Z,452,0,792895
MOS,2020-06-18T03:00:00Z,42,1,916252
PNN,2020-06-18T03:00:00Z,91,3,1400128
SC,2020-06-18T03:00:00Z,762,6,7252502
SUL,2020-06-18T03:00:00Z,20,0,999701
AVI,2020-06-19T03:00:00Z,44,0,1077659
FVI,2020-06-19T03:00:00Z,38,1,698912
GFL,2020-06-19T03:00:00Z,37,2,1189947
GOE,2020-06-19T03:00:00Z,358,1,792895
MOS,2020-06-19T03:00:00Z,31,0,916252
PNN,2020-06-19T03:00:00Z,94,0,1400128
SC,2020-06-19T03:00:00Z,658,4,7252502
SUL,2020-06-19T03:00:00Z,31,0,999701
AVI,2020-06-20T03:00:00Z,18,1,1077659
FVI,2020-06-20T03:00:00Z,58,5,698912
GFL,2020-06-20T03:00:00Z,9,2,1189947
GOE,2020-06-20T03:00:00Z,286,1,792895
MOS,2020-06-20T03:00:00Z,16,0,916252
PNN,2020-06-20T03:00:00Z,18,1,1400128
SC,2020-06-20T03:00:00Z,443,10,7252502
SUL,2020-06-20T03:00:00Z,11,0,999701
AVI,2020-06-21T03:00:00Z,12,0,1077659
FVI,2020-06-21T03:00:00Z,2,5,698912
GFL,2020-06-21T03:00:00Z,4,0,1189947
GOE,2020-06-21T03:00:00Z,39,0,792895
MOS,2020-06-21T03:00:00Z,10,1,916252
PNN,2020-06-21T03:00:00Z,9,1,1400128
SC,2020-06-21T03:00:00Z,79,7,7252502
SUL,2020-06-21T03:00:00Z,2,0,999701
AVI,2020-06-22T03:00:00Z,21,0,1077659
FVI,2020-06-22T03:00:00Z,25,2,698912
GFL,2020-06-22T03:00:00Z,17,5,1189947
GOE,2020-06-22T03:00:00Z,21,1,792895
MOS,2020-06-22T03:00:00Z,20,0,916252
PNN,2020-06-22T03:00:00Z,49,1,1400128
SC,2020-06-22T03:00:00Z,206,10,7252502
SUL,2020-06-22T03:00:00Z,39,1,999701
AVI,2020-06-23T03:00:00Z,8,0,1077659
FVI,2020-06-23T03:00:00Z,14,0,698912
GFL,2020-06-23T03:00:00Z,8,0,1189947
GOE,2020-06-23T03:00:00Z,12,2,792895
MOS,2020-06-23T03:00:00Z,14,1,916252
PNN,2020-06-23T03:00:00Z,60,2,1400128
SC,2020-06-23T03:00:00Z,133,6,7252502
SUL,2020-06-23T03:00:00Z,11,1,999701
AVI,2020-06-24T03:00:00Z,6,2,1077659
FVI,2020-06-24T03:00:00Z,7,3,698912
GFL,2020-06-24T03:00:00Z,5,1,1189947
GOE,2020-06-24T03:00:00Z,6,1,792895
MOS,2020-06-24T03:00:00Z,6,0,916252
PNN,2020-06-24T03:00:00Z,40,2,1400128
SC,2020-06-24T03:00:00Z,82,9,7252502
SUL,2020-06-24T03:00:00Z,10,0,999701
AVI,2020-06-25T03:00:00Z,0,0,1077659
FVI,2020-06-25T03:00:00Z,2,1,698912
GFL,2020-06-25T03:00:00Z,1,0,1189947
GOE,2020-06-25T03:00:00Z,0,0,792895
MOS,2020-06-25T03:00:00Z,0,0,916252
PNN,2020-06-25T03:00:00Z,4,0,1400128
SC,2020-06-25T03:00:00Z,7,1,7252502
SUL,2020-06-25T03:00:00Z,0,0,999701
